品目,産地,年,月,数量_kg,金額_円
さざえ,愛媛,2021,10,546,305261
さざえ,愛媛,2021,11,218,123833
さざえ,愛媛,2021,12,43,29133
あわび,合計,2021,1,55,306055
あわび,合計,2021,2,18,92345
あわび,合計,2021,3,18,122062
あわび,合計,2021,4,9,118087
あわび,合計,2021,5,2,19030
あわび,合計,2021,6,2,13073
あわび,合計,2021,7,6,48929
あわび,合計,2021,8,3,22831
あわび,合計,2021,9,8,76864
あわび,合計,2021,10,7,51807
あわび,合計,2021,11,22,162983
あわび,合計,2021,12,87,618813
あわび,広島,2021,1,55,306055
あわび,広島,2021,2,18,92345
あわび,広島,2021,3,18,122062
あわび,広島,2021,4,9,118087
あわび,広島,2021,5,2,19030
あわび,広島,2021,6,2,13073
あわび,広島,2021,7,6,48929
あわび,広島,2021,8,3,22831
あわび,広島,2021,9,8,76864
あわび,広島,2021,10,7,51807
あわび,広島,2021,11,22,162983
あわび,広島,2021,12,87,618813
とり貝,合計,2021,1,6,10606
とり貝,合計,2021,2,44,51819
とり貝,合計,2021,3,98,122210
とり貝,合計,2021,4,155,198829
とり貝,合計,2021,5,48,81594
とり貝,合計,2021,6,59,86712
とり貝,合計,2021,7,21,33437
とり貝,合計,2021,8,4,5054
とり貝,合計,2021,9,10,12690
とり貝,合計,2021,10,2,15660
とり貝,広島,2021,1,6,6826
とり貝,広島,2021,2,44,51819
とり貝,広島,2021,3,98,122210
とり貝,広島,2021,4,155,198829
とり貝,広島,2021,5,48,81594
とり貝,広島,2021,6,59,86712
とり貝,広島,2021,7,21,33437
とり貝,広島,2021,8,4,5054
とり貝,広島,2021,9,10,12690
とり貝,広島,2021,10,2,15660
とり貝,大分,2021,1,1,3780
みる貝,合計,2021,1,37,188119
みる貝,合計,2021,2,54,255367
みる貝,合計,2021,3,79,347458
みる貝,合計,2021,4,61,297685
みる貝,合計,2021,5,42,213818
みる貝,合計,2021,6,38,205291
みる貝,合計,2021,7,48,220578
みる貝,合計,2021,8,51,252389
みる貝,合計,2021,9,39,116769
みる貝,合計,2021,12,73,305604
みる貝,広島,2021,1,5,5005
みる貝,広島,2021,2,11,10423
みる貝,広島,2021,3,24,30100
みる貝,広島,2021,4,11,13537
みる貝,広島,2021,5,6,10886
みる貝,広島,2021,6,3,4735
みる貝,広島,2021,7,19,49830
みる貝,広島,2021,8,13,37253
みる貝,広島,2021,9,38,110829
みる貝,広島,2021,12,12,38459
みる貝,山口,2021,1,32,183114
みる貝,山口,2021,2,44,244944
みる貝,山口,2021,3,56,317358
みる貝,山口,2021,4,51,284148
みる貝,山口,2021,5,36,202932
みる貝,山口,2021,6,35,200556
みる貝,山口,2021,7,29,170748
みる貝,山口,2021,8,38,215136
みる貝,山口,2021,9,1,5940
みる貝,山口,2021,12,61,267145
その他貝類,合計,2021,1,692,499283
その他貝類,合計,2021,2,916,593311
その他貝類,合計,2021,3,1394,1082544
その他貝類,合計,2021,4,1068,958544
その他貝類,合計,2021,5,517,527593
その他貝類,合計,2021,6,564,555159
その他貝類,合計,2021,7,538,710769
その他貝類,合計,2021,8,371,519028
その他貝類,合計,2021,9,258,342071
その他貝類,合計,2021,10,280,418813
その他貝類,合計,2021,11,355,543218
その他貝類,合計,2021,12,1455,1064213
その他貝類,福井,2021,1,5,14580
その他貝類,福井,2021,2,9,27756
その他貝類,福井,2021,3,14,45144
その他貝類,福井,2021,4,10,32292
その他貝類,福井,2021,5,7,21168
その他貝類,福井,2021,6,10,32292
その他貝類,福井,2021,7,6,19440
その他貝類,福井,2021,8,8,23976
その他貝類,福井,2021,9,11,35208
その他貝類,福井,2021,10,12,39204
その他貝類,福井,2021,11,12,39204
その他貝類,福井,2021,12,2,6912
その他貝類,島根,2021,11,1,1620
その他貝類,島根,2021,12,1,1620
その他貝類,広島,2021,1,679,461375
その他貝類,広島,2021,2,900,542227
その他貝類,広島,2021,3,1370,1009374
その他貝類,広島,2021,4,1041,895310
その他貝類,広島,2021,5,504,488929
その他貝類,広島,2021,6,546,499539
その他貝類,広島,2021,7,466,539729
その他貝類,広島,2021,8,315,406837
その他貝類,広島,2021,9,238,281397
その他貝類,広島,2021,10,262,360817
その他貝類,広島,2021,11,334,478288
その他貝類,広島,2021,12,1429,1004630
その他貝類,山口,2021,1,8,23328
その他貝類,山口,2021,2,8,23328
その他貝類,山口,2021,3,8,23328
その他貝類,山口,2021,4,15,26568
その他貝類,山口,2021,5,6,17496
その他貝類,山口,2021,6,8,23328
その他貝類,山口,2021,7,10,29160
その他貝類,山口,2021,8,8,23328
その他貝類,山口,2021,9,8,23328
その他貝類,山口,2021,10,6,17496
その他貝類,山口,2021,11,8,23328
その他貝類,山口,2021,12,8,23328
その他貝類,愛媛,2021,7,56,122440
その他貝類,愛媛,2021,8,41,64887
その他貝類,大分,2021,3,2,4698
その他貝類,大分,2021,4,3,4374
その他貝類,大分,2021,9,1,2138
その他貝類,大分,2021,10,1,1296
その他貝類,大分,2021,11,1,778
その他貝類,大分,2021,12,15,27723
あゆ,合計,2021,3,7,13608
あゆ,合計,2021,4,23,44712
あゆ,合計,2021,5,57,106056
あゆ,合計,2021,6,74,144180
あゆ,合計,2021,7,91,177736
あゆ,合計,2021,8,96,183406
あゆ,合計,2021,9,84,181332
あゆ,合計,2021,10,41,88128
あゆ,合計,2021,11,36,77760
あゆ,合計,2021,12,41,88560
あゆ,広島,2021,3,7,13608
あゆ,広島,2021,4,23,44712
あゆ,広島,2021,5,57,106056
あゆ,広島,2021,6,74,144180
あゆ,広島,2021,7,91,177736
あゆ,広島,2021,8,96,183406
あゆ,広島,2021,9,84,181332
あゆ,広島,2021,10,41,88128
あゆ,広島,2021,11,36,77760
あゆ,広島,2021,12,41,88560
うなぎ,合計,2021,1,20,122341
うなぎ,合計,2021,2,17,244944
うなぎ,合計,2021,3,37,235741
うなぎ,合計,2021,4,41,259847
うなぎ,合計,2021,5,54,342661
うなぎ,合計,2021,6,80,496668
うなぎ,合計,2021,7,799,4791916
うなぎ,合計,2021,8,78,472433
うなぎ,合計,2021,9,50,316288
うなぎ,合計,2021,10,34,209173
うなぎ,合計,2021,11,28,171847
うなぎ,合計,2021,12,23,141131
うなぎ,広島,2021,1,20,122341
うなぎ,広島,2021,2,17,244944
うなぎ,広島,2021,3,37,235741
うなぎ,広島,2021,4,41,259847
うなぎ,広島,2021,5,54,342661
うなぎ,広島,2021,6,80,496668
うなぎ,広島,2021,7,799,4791916
うなぎ,広島,2021,8,78,472433
うなぎ,広島,2021,9,50,316288
うなぎ,広島,2021,10,34,209173
うなぎ,広島,2021,11,28,171847
うなぎ,広島,2021,12,23,141131
その他淡水魚類,合計,2021,2,2,5356
その他淡水魚類,合計,2021,4,3,9441
その他淡水魚類,合計,2021,7,1,3013
その他淡水魚類,合計,2021,11,5,17343
その他淡水魚類,合計,2021,12,2,6398
その他淡水魚類,広島,2021,2,2,5356
その他淡水魚類,広島,2021,4,3,9441
その他淡水魚類,広島,2021,7,1,3013
その他淡水魚類,広島,2021,11,5,17343
その他淡水魚類,広島,2021,12,2,6398
その他鮮魚類,合計,2021,1,2351,1720535
その他鮮魚類,合計,2021,2,2793,1924914
その他鮮魚類,合計,2021,3,4111,3152511
その他鮮魚類,合計,2021,4,5484,3590375
その他鮮魚類,合計,2021,5,6098,3654002
その他鮮魚類,合計,2021,6,8468,5691696
その他鮮魚類,合計,2021,7,4672,3042866
その他鮮魚類,合計,2021,8,4238,2544044
その他鮮魚類,合計,2021,9,2896,2118972
その他鮮魚類,合計,2021,10,3344,3037399
その他鮮魚類,合計,2021,11,2311,2013115
その他鮮魚類,合計,2021,12,1780,1792169
その他鮮魚類,合計,2021,12,6,42822
その他鮮魚類,広島,2021,1,1982,1360070
その他鮮魚類,広島,2021,2,2420,1578057
その他鮮魚類,広島,2021,3,3767,2879362
その他鮮魚類,広島,2021,4,5063,3274347
その他鮮魚類,広島,2021,5,5752,3370495
その他鮮魚類,広島,2021,6,8079,5360860
その他鮮魚類,広島,2021,7,4231,2692091
その他鮮魚類,広島,2021,8,3860,2225421
その他鮮魚類,広島,2021,9,2490,1729708
その他鮮魚類,広島,2021,10,2788,2423880
その他鮮魚類,広島,2021,11,1847,1508073
その他鮮魚類,広島,2021,12,1376,1383413
その他鮮魚類,山口,2021,1,227,162734
その他鮮魚類,山口,2021,2,262,184269
その他鮮魚類,山口,2021,3,280,196204
その他鮮魚類,山口,2021,4,351,241370
その他鮮魚類,山口,2021,5,317,228086
その他鮮魚類,山口,2021,6,352,248593
その他鮮魚類,山口,2021,7,379,266317
その他鮮魚類,山口,2021,8,337,234500
その他鮮魚類,山口,2021,9,326,235267
その他鮮魚類,山口,2021,10,385,289698
その他鮮魚類,山口,2021,11,312,226065
その他鮮魚類,山口,2021,12,293,206323
その他鮮魚類,愛媛,2021,1,125,160546
その他鮮魚類,愛媛,2021,2,94,122045
その他鮮魚類,愛媛,2021,3,16,10255
その他鮮魚類,愛媛,2021,4,42,18357
その他鮮魚類,愛媛,2021,5,12,14877
その他鮮魚類,愛媛,2021,6,13,12397
その他鮮魚類,愛媛,2021,7,33,18080
その他鮮魚類,愛媛,2021,8,12,12366
その他鮮魚類,愛媛,2021,9,50,80114
その他鮮魚類,愛媛,2021,10,131,233758
その他鮮魚類,愛媛,2021,11,128,226943
その他鮮魚類,愛媛,2021,12,78,102660
その他鮮魚類,熊本,2021,1,17,37185
その他鮮魚類,熊本,2021,2,17,40543
その他鮮魚類,熊本,2021,3,18,44874
その他鮮魚類,熊本,2021,4,28,56301
その他鮮魚類,熊本,2021,5,17,40544
その他鮮魚類,熊本,2021,6,25,69846
その他鮮魚類,熊本,2021,7,29,66378
その他鮮魚類,熊本,2021,8,30,71757
その他鮮魚類,熊本,2021,9,30,73883
その他鮮魚類,熊本,2021,10,40,90063
その他鮮魚類,熊本,2021,11,25,52034
その他鮮魚類,熊本,2021,12,27,56951
その他鮮魚類,大分,2021,3,30,21816
かき,合計,2021,1,994,2333780
かき,合計,2021,2,1116,2488283
かき,合計,2021,3,877,1930929
かき,合計,2021,4,537,1431932
かき,合計,2021,5,140,393120
かき,合計,2021,7,19,3790
かき,合計,2021,8,3,2430
かき,合計,2021,10,383,894240
かき,合計,2021,11,984,2417309
かき,合計,2021,12,3132,7072656
かき,広島,2021,1,994,2333780
かき,広島,2021,2,1116,2488283
かき,広島,2021,3,877,1930929
かき,広島,2021,4,537,1431932
かき,広島,2021,5,140,393120
かき,広島,2021,7,19,3790
かき,広島,2021,8,3,2430
かき,広島,2021,10,383,894240
かき,広島,2021,11,984,2417309
かき,広島,2021,12,3132,7072656
