品目,産地,年,月,数量_kg,金額_円
えび,広島,2025,11,5156,6317085
えび,広島,2025,12,3852,5839326
えび,山口,2025,1,189,199055
えび,山口,2025,2,66,101477
えび,福岡,2025,1,7,40284
えび,福岡,2025,2,7,35532
えび,福岡,2025,3,9,46332
えび,福岡,2025,4,9,43416
えび,福岡,2025,5,7,40327
えび,福岡,2025,6,5,28523
えび,福岡,2025,7,7,39787
えび,福岡,2025,8,6,31817
えび,福岡,2025,9,4,19278
えび,福岡,2025,10,5,23890
えび,福岡,2025,11,7,34452
えび,福岡,2025,12,7,36396
伊勢えび,合計,2025,1,10,72079
伊勢えび,合計,2025,2,7,48978
伊勢えび,合計,2025,3,11,75762
伊勢えび,合計,2025,4,19,175284
伊勢えび,合計,2025,5,14,94770
伊勢えび,合計,2025,7,1,2765
伊勢えび,合計,2025,8,1,4277
伊勢えび,合計,2025,9,38,257850
伊勢えび,合計,2025,10,2,12960
伊勢えび,合計,2025,12,1,11167
伊勢えび,広島,2025,1,2,20347
伊勢えび,広島,2025,2,1,4050
伊勢えび,広島,2025,3,1,3564
伊勢えび,広島,2025,4,3,61560
伊勢えび,広島,2025,7,1,2765
伊勢えび,広島,2025,8,1,4277
伊勢えび,広島,2025,12,1,11167
伊勢えび,大分,2025,1,8,51732
伊勢えび,大分,2025,2,6,44928
伊勢えび,大分,2025,3,10,72198
伊勢えび,大分,2025,4,16,113724
伊勢えび,大分,2025,5,14,94770
伊勢えび,大分,2025,9,38,257850
伊勢えび,大分,2025,10,2,12960
あさり,合計,2025,1,284,240155
あさり,合計,2025,2,345,276864
あさり,合計,2025,3,808,641617
あさり,合計,2025,4,1202,1012968
あさり,合計,2025,5,594,493122
あさり,合計,2025,6,428,352773
あさり,合計,2025,7,221,172329
あさり,合計,2025,8,166,135179
あさり,合計,2025,9,176,145635
あさり,合計,2025,10,352,298161
あさり,合計,2025,11,266,223918
あさり,合計,2025,12,335,280092
あさり,広島,2025,3,105,105570
あさり,広島,2025,4,370,362124
あさり,広島,2025,5,30,27000
あさり,広島,2025,6,10,7560
あさり,広島,2025,10,10,10368
あさり,山口,2025,1,284,240155
あさり,山口,2025,2,345,276864
あさり,山口,2025,3,703,536047
あさり,山口,2025,4,832,650844
あさり,山口,2025,5,564,466122
あさり,山口,2025,6,418,345213
あさり,山口,2025,7,221,172329
あさり,山口,2025,8,166,135179
あさり,山口,2025,9,176,145635
あさり,山口,2025,10,342,287793
あさり,山口,2025,11,266,223918
あさり,山口,2025,12,335,280092
はまぐり,合計,2025,1,17,14256
はまぐり,合計,2025,2,26,25380
はまぐり,合計,2025,3,254,233345
はまぐり,合計,2025,4,9,9057
はまぐり,合計,2025,5,3,2592
はまぐり,合計,2025,6,6,5184
はまぐり,合計,2025,9,3,2916
はまぐり,合計,2025,10,2,1361
はまぐり,合計,2025,11,23,19850
はまぐり,合計,2025,12,603,588708
はまぐり,三重,2025,3,51,43589
はまぐり,三重,2025,11,9,7754
はまぐり,三重,2025,12,234,210060
はまぐり,広島,2025,1,17,14256
はまぐり,広島,2025,2,26,25380
はまぐり,広島,2025,3,203,189756
はまぐり,広島,2025,4,9,9057
はまぐり,広島,2025,5,3,2592
はまぐり,広島,2025,6,6,5184
はまぐり,広島,2025,9,3,2916
はまぐり,広島,2025,10,2,1361
はまぐり,広島,2025,11,14,12096
はまぐり,広島,2025,12,369,378648
さざえ,合計,2025,1,856,647910
さざえ,合計,2025,2,1149,863874
さざえ,合計,2025,3,910,671965
さざえ,合計,2025,4,811,690261
さざえ,合計,2025,5,672,587948
さざえ,合計,2025,6,1013,813080
さざえ,合計,2025,7,1316,993521
さざえ,合計,2025,8,1327,1069862
さざえ,合計,2025,9,1587,1100414
さざえ,合計,2025,10,1721,1080061
さざえ,合計,2025,11,2366,1272172
さざえ,合計,2025,12,1941,1121120
さざえ,広島,2025,1,434,336006
さざえ,広島,2025,2,221,197116
さざえ,広島,2025,3,157,134223
さざえ,広島,2025,4,381,361194
さざえ,広島,2025,5,345,322084
さざえ,広島,2025,6,646,515224
さざえ,広島,2025,7,926,692103
さざえ,広島,2025,8,891,717602
さざえ,広島,2025,9,1081,762515
さざえ,広島,2025,10,1343,855275
さざえ,広島,2025,11,1401,775524
さざえ,広島,2025,12,1307,778976
さざえ,愛媛,2025,1,343,249804
さざえ,愛媛,2025,2,699,494498
さざえ,愛媛,2025,3,742,530722
さざえ,愛媛,2025,4,430,329067
さざえ,愛媛,2025,5,327,265864
さざえ,愛媛,2025,6,332,273016
さざえ,愛媛,2025,7,390,301418
さざえ,愛媛,2025,8,436,352260
さざえ,愛媛,2025,9,450,301373
さざえ,愛媛,2025,10,378,224786
さざえ,愛媛,2025,11,959,492663
さざえ,愛媛,2025,12,633,342144
さざえ,大分,2025,1,80,62100
さざえ,大分,2025,2,230,172260
さざえ,大分,2025,3,10,7020
さざえ,大分,2025,6,35,24840
さざえ,大分,2025,9,55,36526
さざえ,大分,2025,11,6,3985
あわび,合計,2025,1,83,461371
あわび,合計,2025,2,58,323903
あわび,合計,2025,3,67,369131
あわび,合計,2025,4,35,242563
あわび,合計,2025,5,26,183946
あわび,合計,2025,6,39,243967
あわび,合計,2025,7,29,183104
あわび,合計,2025,8,22,127057
あわび,合計,2025,9,10,123212
あわび,合計,2025,10,13,103163
あわび,合計,2025,11,24,145471
あわび,合計,2025,12,77,512665
あわび,広島,2025,1,75,415120
あわび,広島,2025,2,54,296525
あわび,広島,2025,3,63,347153
あわび,広島,2025,4,34,236083
あわび,広島,2025,5,26,181678
あわび,広島,2025,6,38,242023
あわび,広島,2025,7,29,175922
あわび,広島,2025,8,21,121225
あわび,広島,2025,9,10,123212
あわび,広島,2025,10,13,103163
あわび,広島,2025,11,22,130135
あわび,広島,2025,12,70,470912
あわび,愛媛,2025,1,1,4131
あわび,愛媛,2025,2,3,21654
あわび,愛媛,2025,3,1,4158
あわび,愛媛,2025,4,1,5508
あわび,愛媛,2025,5,1,2268
あわび,愛媛,2025,6,1,1944
あわび,愛媛,2025,7,1,7182
あわび,愛媛,2025,8,1,5832
あわび,愛媛,2025,11,2,15336
あわび,愛媛,2025,12,7,41753
あわび,大分,2025,1,7,42120
あわび,大分,2025,2,1,5724
あわび,大分,2025,3,3,17820
あわび,大分,2025,4,1,972
とり貝,合計,2025,1,1,44550
とり貝,合計,2025,2,8,74823
とり貝,合計,2025,3,36,122428
とり貝,合計,2025,4,70,164462
とり貝,合計,2025,5,56,136418
とり貝,合計,2025,6,85,193072
とり貝,合計,2025,7,87,173426
とり貝,合計,2025,8,75,210104
とり貝,合計,2025,9,30,95969
とり貝,合計,2025,10,18,142560
とり貝,合計,2025,11,9,61182
とり貝,合計,2025,12,4,46224
とり貝,広島,2025,2,7,9213
とり貝,広島,2025,3,28,36838
とり貝,広島,2025,4,63,85352
とり貝,広島,2025,5,49,67838
とり貝,広島,2025,6,75,101542
とり貝,広島,2025,7,79,97826
とり貝,広島,2025,8,59,55988
とり貝,広島,2025,9,22,16049
とり貝,広島,2025,10,4,2808
とり貝,広島,2025,1,1,32400
とり貝,広島,2025,2,1,37260
とり貝,広島,2025,3,2,26730
とり貝,広島,2025,4,3,40500
とり貝,広島,2025,5,4,38070
とり貝,広島,2025,6,8,73170
とり貝,広島,2025,7,6,57240
とり貝,広島,2025,8,12,117396
とり貝,広島,2025,9,8,79920
とり貝,広島,2025,10,12,122202
とり貝,広島,2025,11,3,21492
とり貝,広島,2025,12,2,8424
とり貝,大分,2025,1,1,12150
とり貝,大分,2025,2,1,28350
とり貝,大分,2025,3,6,58860
とり貝,大分,2025,4,5,38610
とり貝,大分,2025,5,4,30510
とり貝,大分,2025,6,2,18360
とり貝,大分,2025,7,2,18360
とり貝,大分,2025,8,4,36720
とり貝,大分,2025,10,3,17550
とり貝,大分,2025,11,6,39690
とり貝,大分,2025,12,2,37800
みる貝,合計,2025,1,175,542226
みる貝,合計,2025,2,145,400580
みる貝,合計,2025,3,114,385426
みる貝,合計,2025,4,117,409493
みる貝,合計,2025,5,36,190330
みる貝,合計,2025,6,23,115566
みる貝,合計,2025,7,1,8316
みる貝,合計,2025,8,1,1080
みる貝,合計,2025,11,1,1663
みる貝,合計,2025,12,52,308340
みる貝,合計,2025,1,117,227503
みる貝,合計,2025,2,103,184414
みる貝,合計,2025,3,43,69078
みる貝,合計,2025,4,34,49367
みる貝,広島,2025,1,6,13781
みる貝,広島,2025,2,8,12424
みる貝,広島,2025,3,33,53314
みる貝,広島,2025,4,23,32400
みる貝,広島,2025,5,6,9322
みる貝,広島,2025,6,2,3084
みる貝,広島,2025,8,1,1080
みる貝,広島,2025,11,1,1663
みる貝,山口,2025,1,51,300942
みる貝,山口,2025,2,34,203742
みる貝,山口,2025,3,38,263034
みる貝,山口,2025,4,60,327726
みる貝,山口,2025,5,30,181008
みる貝,山口,2025,6,21,112482
みる貝,山口,2025,7,1,8316
みる貝,山口,2025,12,52,308340
その他貝類,合計,2025,1,733,491552
その他貝類,合計,2025,2,1019,799548
その他貝類,合計,2025,3,1017,889766
その他貝類,合計,2025,4,960,956148
その他貝類,合計,2025,5,620,565554
その他貝類,合計,2025,6,542,489720
その他貝類,合計,2025,7,542,541353
その他貝類,合計,2025,8,352,352325
その他貝類,合計,2025,9,271,320686
その他貝類,合計,2025,10,272,317798
その他貝類,合計,2025,11,352,450934
その他貝類,合計,2025,12,1055,774873
その他貝類,福井,2025,1,6,20088
その他貝類,福井,2025,2,9,31104
その他貝類,福井,2025,3,15,50868
その他貝類,福井,2025,4,21,75492
その他貝類,福井,2025,5,27,87696
その他貝類,福井,2025,6,19,61344
その他貝類,福井,2025,7,27,88776
その他貝類,福井,2025,8,21,68580
その他貝類,福井,2025,9,21,69012
その他貝類,福井,2025,10,27,90072
その他貝類,福井,2025,11,23,75276
その他貝類,福井,2025,12,32,106920
その他貝類,三重,2025,1,106,98820
その他貝類,三重,2025,2,133,125604
その他貝類,三重,2025,3,128,121392
その他貝類,三重,2025,4,92,86076
その他貝類,三重,2025,5,99,92988
その他貝類,三重,2025,6,92,86724
その他貝類,三重,2025,7,151,142992
その他貝類,三重,2025,8,118,110808
その他貝類,三重,2025,9,146,142452
その他貝類,三重,2025,10,124,117828
その他貝類,三重,2025,11,113,107568
その他貝類,三重,2025,12,106,100440
その他貝類,島根,2025,1,1,1512
その他貝類,島根,2025,2,2,3024
その他貝類,島根,2025,3,1,1728
その他貝類,島根,2025,4,1,1512
その他貝類,島根,2025,6,1,1512
その他貝類,島根,2025,7,2,3024
その他貝類,島根,2025,10,1,1512
その他貝類,広島,2025,1,604,328515
その他貝類,広島,2025,2,860,601605
その他貝類,広島,2025,3,858,681347
その他貝類,広島,2025,4,829,747557
その他貝類,広島,2025,5,486,365840
その他貝類,広島,2025,6,414,311866
その他貝類,広島,2025,7,344,281753
その他貝類,広島,2025,8,207,158573
その他貝類,広島,2025,9,93,83648
その他貝類,広島,2025,10,108,79712
その他貝類,広島,2025,11,172,127690
その他貝類,広島,2025,12,866,403699
その他貝類,山口,2025,1,12,32940
その他貝類,山口,2025,2,10,27216
その他貝類,山口,2025,3,9,21600
その他貝類,山口,2025,4,8,19818
その他貝類,山口,2025,5,8,17010
その他貝類,山口,2025,6,8,19224
その他貝類,山口,2025,7,8,19224
その他貝類,山口,2025,8,6,14364
その他貝類,山口,2025,9,8,19548
その他貝類,山口,2025,10,10,23490
その他貝類,山口,2025,11,45,140400
その他貝類,山口,2025,12,32,119016
その他貝類,愛媛,2025,6,4,950
その他貝類,愛媛,2025,7,6,1728
その他貝類,愛媛,2025,12,1,2160
その他貝類,愛媛,2025,1,2,5400
その他貝類,大分,2025,1,2,4277
その他貝類,大分,2025,2,6,10995
その他貝類,大分,2025,3,7,12831
その他貝類,大分,2025,4,9,25693
その他貝類,大分,2025,5,1,2020
その他貝類,大分,2025,6,5,8100
その他貝類,大分,2025,7,4,3856
その他貝類,大分,2025,9,4,6026
その他貝類,大分,2025,10,3,5184
その他貝類,大分,2025,12,19,42638
あゆ,合計,2025,3,1,3240
あゆ,合計,2025,4,55,116380
あゆ,合計,2025,5,70,136361
あゆ,合計,2025,6,82,166579
あゆ,合計,2025,7,83,166104
あゆ,合計,2025,8,80,164419
あゆ,合計,2025,9,77,166752
あゆ,合計,2025,10,60,126986
あゆ,合計,2025,11,12,24192
あゆ,広島,2025,3,1,3240
あゆ,広島,2025,4,55,116380
あゆ,広島,2025,5,70,136361
あゆ,広島,2025,6,82,166579
あゆ,広島,2025,7,83,166104
あゆ,広島,2025,8,80,164419
あゆ,広島,2025,9,77,166752
あゆ,広島,2025,10,60,126986
あゆ,広島,2025,11,12,24192
うなぎ,合計,2025,1,15,96356
うなぎ,合計,2025,2,22,136266
うなぎ,合計,2025,3,31,188136
うなぎ,合計,2025,4,34,211994
うなぎ,合計,2025,5,47,294972
うなぎ,合計,2025,6,80,497742
うなぎ,合計,2025,7,545,3418107
うなぎ,合計,2025,8,140,877950
うなぎ,合計,2025,9,42,263045
うなぎ,合計,2025,10,20,123632
うなぎ,合計,2025,11,22,137114
うなぎ,合計,2025,12,23,141314
うなぎ,広島,2025,1,15,96356
うなぎ,広島,2025,2,22,136266
うなぎ,広島,2025,3,31,188136
うなぎ,広島,2025,4,34,211994
うなぎ,広島,2025,5,47,294972
うなぎ,広島,2025,6,80,497742
うなぎ,広島,2025,7,545,3418107
うなぎ,広島,2025,8,140,877950
うなぎ,広島,2025,9,42,263045
うなぎ,広島,2025,10,20,123632
うなぎ,広島,2025,11,22,137114
うなぎ,広島,2025,12,23,141314
その他淡水魚類,合計,2025,1,3,10621
その他淡水魚類,合計,2025,3,2,5845
その他淡水魚類,合計,2025,4,3,9266
その他淡水魚類,合計,2025,6,1,3421
その他淡水魚類,合計,2025,7,1,3493
その他淡水魚類,合計,2025,8,1,194
その他淡水魚類,合計,2025,9,1,3350
その他淡水魚類,合計,2025,10,2,8340
その他淡水魚類,合計,2025,11,1,4562
その他淡水魚類,合計,2025,12,4,15681
その他淡水魚類,広島,2025,1,3,10621
その他淡水魚類,広島,2025,3,2,5845
その他淡水魚類,広島,2025,4,3,9266
その他淡水魚類,広島,2025,6,1,3421
その他淡水魚類,広島,2025,7,1,3493
その他淡水魚類,広島,2025,9,1,3350
その他淡水魚類,広島,2025,10,2,8340
その他淡水魚類,広島,2025,11,1,4562
その他淡水魚類,広島,2025,12,4,15681
その他淡水魚類,愛媛,2025,8,1,194
その他鮮魚類,合計,2025,1,3593,3231220
その他鮮魚類,合計,2025,2,3174,2636966
その他鮮魚類,合計,2025,3,4247,3701125
その他鮮魚類,合計,2025,4,6186,4570493
その他鮮魚類,合計,2025,5,6037,4344514
その他鮮魚類,合計,2025,6,6397,4503595
その他鮮魚類,合計,2025,7,6732,4000323
その他鮮魚類,合計,2025,8,5959,2923110
その他鮮魚類,合計,2025,9,4472,3013444
その他鮮魚類,合計,2025,10,3762,2743292
その他鮮魚類,合計,2025,11,4400,3131100
その他鮮魚類,合計,2025,12,4135,3295298
その他鮮魚類,合計,2025,1,31,54972
その他鮮魚類,合計,2025,2,2,3024
その他鮮魚類,合計,2025,10,16,38529
その他鮮魚類,合計,2025,12,1,756
その他鮮魚類,東京,2025,1,6,5248
その他鮮魚類,東京,2025,2,7,6415
その他鮮魚類,東京,2025,3,10,8940
その他鮮魚類,東京,2025,4,2,1555
その他鮮魚類,東京,2025,5,6,3185
その他鮮魚類,東京,2025,6,120,226368
その他鮮魚類,東京,2025,7,60,116640
その他鮮魚類,東京,2025,8,30,58320
その他鮮魚類,広島,2025,1,3069,2587199
その他鮮魚類,広島,2025,2,2630,2044430
その他鮮魚類,広島,2025,3,3734,3153575
その他鮮魚類,広島,2025,4,5605,4029732
その他鮮魚類,広島,2025,5,5390,3879188
その他鮮魚類,広島,2025,6,5494,3712419
その他鮮魚類,広島,2025,7,6105,3462266
その他鮮魚類,広島,2025,8,5343,2435809
その他鮮魚類,広島,2025,9,3944,2626520
その他鮮魚類,広島,2025,10,3015,2156776
その他鮮魚類,広島,2025,11,3809,2724547
その他鮮魚類,広島,2025,12,3450,2682178
その他鮮魚類,山口,2025,1,290,207921
その他鮮魚類,山口,2025,2,301,206280
その他鮮魚類,山口,2025,3,343,237492
その他鮮魚類,山口,2025,4,408,277722
その他鮮魚類,山口,2025,5,513,376007
その他鮮魚類,山口,2025,6,601,435807
その他鮮魚類,山口,2025,7,490,349651
その他鮮魚類,山口,2025,8,407,288025
その他鮮魚類,山口,2025,9,405,285779
その他鮮魚類,山口,2025,10,388,277917
その他鮮魚類,山口,2025,11,338,243907
その他鮮魚類,山口,2025,12,400,279115
その他鮮魚類,愛媛,2025,1,180,336146
その他鮮魚類,愛媛,2025,2,207,329287
その他鮮魚類,愛媛,2025,3,141,251394
その他鮮魚類,愛媛,2025,4,142,183853
その他鮮魚類,愛媛,2025,5,97,17132
その他鮮魚類,愛媛,2025,6,124,59545
その他鮮魚類,愛媛,2025,7,55,19028
その他鮮魚類,愛媛,2025,8,150,64870
その他鮮魚類,愛媛,2025,9,99,48839
その他鮮魚類,愛媛,2025,10,329,235229
その他鮮魚類,愛媛,2025,11,228,102112
その他鮮魚類,愛媛,2025,12,259,242560
その他鮮魚類,福岡,2025,1,1,1512
その他鮮魚類,熊本,2025,1,17,38222
その他鮮魚類,熊本,2025,2,27,47530
その他鮮魚類,熊本,2025,3,18,49724
その他鮮魚類,熊本,2025,4,30,77631
その他鮮魚類,熊本,2025,5,23,65330
その他鮮魚類,熊本,2025,6,23,53472
その他鮮魚類,熊本,2025,7,21,52738
その他鮮魚類,熊本,2025,8,29,76086
その他鮮魚類,熊本,2025,9,21,51960
その他鮮魚類,熊本,2025,10,15,34841
その他鮮魚類,熊本,2025,11,25,60534
その他鮮魚類,熊本,2025,12,26,90689
その他鮮魚類,大分,2025,5,8,3672
その他鮮魚類,大分,2025,6,35,15984
その他鮮魚類,大分,2025,9,3,346
かき,合計,2025,1,1216,3001364
かき,合計,2025,2,1496,3782006
かき,合計,2025,3,1151,2726608
かき,合計,2025,4,818,1877817
かき,合計,2025,5,61,153360
かき,合計,2025,7,2,2322
かき,合計,2025,8,1,810
かき,合計,2025,10,139,315795
かき,合計,2025,11,840,2032197
かき,合計,2025,12,2965,7910109
かき,広島,2025,1,1216,3001364
かき,広島,2025,2,1496,3782006
かき,広島,2025,3,1151,2726608
かき,広島,2025,4,818,1877817
かき,広島,2025,5,61,153360
かき,広島,2025,7,2,2322
かき,広島,2025,8,1,810
かき,広島,2025,10,139,315795
かき,広島,2025,11,840,2032197
かき,広島,2025,12,2965,7910109
